unixtime;low;high;open;close;volume;intervallStart_datetime;typical_price;macd;macd_delta_absolute;macd_delta_percentage;mfi;mfi_delta_absolute;mfi_delta_percentage;trend_1_intervall;trend_2_intervall;trend_3_intervall;Signal;
1514294100;13008,88;13110,51;13110,51;13090;11,06199025;26.12.2017 14:15;13069,79667;38,62768866;9,389892966;0,321155981;51,63473643;-8,065266763;-0,135096588;UP;UP;UP;0;
1514295000;13089,99;13187,46;13090;13161,29;13,94665521;26.12.2017 14:30;13146,24667;50,08383629;11,45614764;0,296578647;59,95632818;8,321591741;0,161162665;DOWN;UP;UP;0;
1514295900;13090;13179,97;13154,35;13144,02;14,17081749;26.12.2017 14:45;13137,99667;56,85248796;6,768651662;0,13514643;60,86179737;0,905469196;0,015102146;UP;UP;UP;0;
1514296800;13128,02;13188;13141,02;13188;9,51850307;26.12.2017 15:00;13168,00667;67,31825307;10,46576512;0,184086317;61,28979753;0,428000154;0,007032329;UP;UP;UP;0;
1514297700;13188;13490;13188;13345;31,88263532;26.12.2017 15:15;13341;91,04469943;23,72644636;0,352451902;67,29406732;6,004269798;0,097965241;UP;UP;UP;0;
1514298600;13341,15;13493;13347,58;13407,98;28,23122458;26.12.2017 15:30;13414,04333;112,9060098;21,86131036;0,240116234;76,26436361;8,970296289;0,133299957;UP;UP;UP;0;
1514299500;13407,97;13750;13407,99;13745;28,11217177;26.12.2017 15:45;13634,32333;158,5947375;45,6887277;0,40466161;82,76968487;6,505321256;0,08529962;DOWN;UP;UP;0;
1514300400;13511,1;13745;13745;13600;26,63787335;26.12.2017 16:00;13618,7;180,7444392;22,14970175;0,139662274;70,80905092;-11,96063395;-0,144505008;UP;UP;UP;0;
1514301300;13577,28;13800;13600,01;13725,07;31,38483353;26.12.2017 16:15;13700,78333;203,4424083;22,69796902;0,125580456;72,4668189;1,657767978;0,023411809;UP;UP;UP;0;
1514302200;13651,41;13788;13725,07;13716,71;16,64469614;26.12.2017 16:30;13718,70667;216,7664991;13,32409087;0,065493183;77,7241597;5,257340806;0,072548249;DOWN;UP;UP;0;
1514303100;13665,33;13749;13719,47;13720,21;12,9483537;26.12.2017 16:45;13711,51333;225,1813612;8,414862055;0,038819938;72,1814049;-5,542754801;-0,071313152;UP;UP;UP;0;
1514304000;13720,21;13894,43;13720,21;13894,43;22,55743525;26.12.2017 17:00;13836,35667;244,5260946;19,34473341;0,085907347;72,35655657;0,175151669;0,002426548;UP;DOWN;DOWN;0;
1514304900;13886;13980;13900;13980;27,76033667;26.12.2017 17:15;13948,66667;265,341374;20,81527937;0,085124982;72,60814807;0,251591498;0,003477107;DOWN;DOWN;DOWN;2;1
1514305800;13671,98;13980;13980;13786,49;28,56579269;26.12.2017 17:30;13812,82333;258,5736114;-6,767762592;-0,02550587;64,35900536;-8,24914271;-0,113611804;DOWN;DOWN;DOWN;0;
1514306700;13600,15;13790;13784,46;13614,44;24,44258584;26.12.2017 17:45;13668,19667;234,4585453;-24,11506604;-0,093261899;61,72258767;-2,636417691;-0,040964239;DOWN;DOWN;DOWN;0;
1514307600;13550;13680;13621,29;13680;15,73972864;26.12.2017 18:00;13636,66667;218,3767391;-16,08180624;-0,068591257;55,65257399;-6,070013676;-0,098343474;DOWN;DOWN;DOWN;0;
1514308500;13550;13699;13680;13602;13,36103814;26.12.2017 18:15;13617;191,6229561;-26,75378298;-0,122512055;55,25133296;-0,401241028;-0,007209748;DOWN;DOWN;DOWN;0;
1514309400;13228,57;13602,02;13602,01;13288,78;25,64813315;26.12.2017 18:30;13373,12333;136,711847;-54,91110908;-0,286558094;51,01151276;-4,239820208;-0,076736976;UP;UP;UP;0;
1514310300;13255,19;13476,99;13288,78;13454,78;48,78247662;26.12.2017 18:45;13395,65333;97,6648483;-39,04699875;-0,285615326;53,35312214;2,341609384;0,045903547;UP;UP;UP;0;
1514311200;13384,85;13573;13454,78;13430,29;20,86382569;26.12.2017 19:00;13462,71333;66,39757162;-31,26727668;-0,320148725;55,57857747;2,225455328;0,041711811;DOWN;DOWN;DOWN;0;
1514312100;13340;13485,7;13430,29;13421,25;18,7542758;26.12.2017 19:15;13415,65;36,22091058;-30,17666104;-0,454484408;48,65410858;-6,924468893;-0,124588811;DOWN;UP;UP;0;
1514313000;13375;13440;13421,24;13403;13,90112961;26.12.2017 19:30;13406;8,235727334;-27,98518324;-0,772625061;50,06162052;1,407511943;0,028928943;UP;UP;UP;1;
1514313900;13401,58;13479,99;13403;13403;19,31302563;26.12.2017 19:45;13428,19;-14,01733392;-22,25306125;-2,702015299;48,04828803;-2,013332487;-0,040217086;UP;UP;UP;0;
1514314800;13402,99;13519;13403;13420,17;19,12470829;26.12.2017 20:00;13447,38667;-34,83053609;-20,81320217;-1,484818888;45,9399056;-2,108382431;-0,04388049;UP;UP;UP;0;
1514315700;13420,16;13500;13420,17;13500;41,55639242;26.12.2017 20:15;13473,38667;-46,85017959;-12,0196435;-0,345089248;51,70123821;5,761332607;0,125410197;UP;UP;UP;0;
1514316600;13499,99;13661,99;13500;13636,95;40,42413562;26.12.2017 20:30;13599,64333;-39,09536571;7,754813876;0,165523674;55,70177876;4,00054055;0,077378041;UP;UP;UP;0;
1514317500;13574,3;13657,93;13632,16;13649,88;12,14856304;26.12.2017 20:45;13627,37;-28,69778649;10,39757922;0,265954264;57,87054762;2,168768863;0,038935361;UP;UP;UP;0;
1514318400;13641,21;13789,9;13649,91;13788,97;16,12426696;26.12.2017 21:00;13740,02667;-9,087711828;19,61007466;0,683330565;64,21370921;6,343161586;0,109609496;DOWN;DOWN;DOWN;0;
1514319300;13623,94;13795;13788,97;13695;16,72844564;26.12.2017 21:15;13704,64667;-1,535540416;7,552171412;0,831031128;66,70530958;2,491600376;0,038801689;UP;DOWN;DOWN;0;
1514320200;13660;13749,01;13695;13738,99;15,55009235;26.12.2017 21:30;13716;15,6466844;17,18222482;11,18969234;73,576114;6,870804419;0,103002362;DOWN;DOWN;DOWN;0;
1514321100;13530,99;13738,99;13738,99;13587,32;13,08949281;26.12.2017 21:45;13619,1;12,61448893;-3,03219547;-0,193791566;73,59897187;0,022857868;0,00031067;UP;DOWN;UP;2;1
1514322000;13575,02;13670;13611,17;13657,96;16,03523143;26.12.2017 22:00;13634,32667;17,72330502;5,10881609;0,404995883;77,75973871;4,160766843;0,056532948;DOWN;UP;UP;0;
1514322900;13555;13657,96;13657,96;13643,92;9,22318491;26.12.2017 22:15;13618,96;24,30826001;6,584954984;0,371542157;71,93045888;-5,829279829;-0,07496527;UP;UP;UP;0;
1514323800;13633,18;13740;13643,86;13740;12,67048281;26.12.2017 22:30;13704,39333;37,37642701;13,06816701;0,53760191;67,9228325;-4,007626387;-0,05571529;DOWN;UP;DOWN;0;
1514324700;13654,22;13748;13741;13700;12,76563477;26.12.2017 22:45;13700,74;45,3002403;7,923813289;0,212000288;69,95190177;2,029069277;0,029873155;UP;DOWN;DOWN;0;
1514325600;13699,99;13720;13700;13718;7,46402449;26.12.2017 23:00;13712,66333;52,7142021;7,413961794;0,163662748;76,45741493;6,50551316;0,092999804;DOWN;DOWN;DOWN;0;
1514326500;13580;13720;13717,99;13588;17,47493969;26.12.2017 23:15;13629,33333;44,59831933;-8,115882771;-0,15396008;72,89598857;-3,561426361;-0,046580523;DOWN;DOWN;DOWN;0;
1514327400;13450;13635,05;13588;13573,03;16,65996386;26.12.2017 23:30;13552,69333;35,48134172;-9,116977602;-0,204424242;65,73914133;-7,156847244;-0,09817889;DOWN;UP;DOWN;0;
1514328300;13500;13547,08;13534,68;13545,02;13,49406192;26.12.2017 23:45;13530,7;26,49366384;-8,987677886;-0,253307159;58,73393959;-7,005201741;-0,106560591;UP;DOWN;DOWN;0;
1514329200;13519,99;13581,18;13545,01;13579;7,526381;27.12.2017 00:00;13560,05667;17,29778291;-9,19588093;-0,347097366;53,54260852;-5,191331069;-0,088387244;DOWN;DOWN;DOWN;0;
1514330100;13451,15;13579,01;13579,01;13461,31;8,23629364;27.12.2017 00:15;13497,15667;-0,692939847;-17,99072275;-1,04005946;41,39177628;-12,15083224;-0,226937622;UP;UP;DOWN;0;
1514331000;13440;13559,61;13461,31;13507;8,80061833;27.12.2017 00:30;13502,20333;-11,00649874;-10,31355889;-14,88377227;40,11537916;-1,276397113;-0,030836974;UP;DOWN;UP;0;
1514331900;13506,99;13560,28;13507;13554,99;10,37293751;27.12.2017 00:45;13540,75333;-11,91366264;-0,907163905;-0,082420752;46,79868898;6,683309812;0,166602185;DOWN;DOWN;UP;0;
1514332800;13447;13555;13555;13447;9,69984743;27.12.2017 01:00;13483;-27,73181504;-15,8181524;-1,327732107;38,65811572;-8,14057326;-0,173948746;UP;UP;UP;0;
1514333700;13447;13542,94;13447;13542,94;6,62300051;27.12.2017 01:15;13510,96;-29,36632294;-1,634507901;-0,05893981;45,97523697;7,317121255;0,189277752;UP;UP;UP;1;
1514334600;13515,18;13573,9;13542,94;13533,67;4,23889427;27.12.2017 01:30;13540,91667;-34,08741798;-4,721095041;-0,160765618;43,72803785;-2,247199123;-0,048878467;UP;UP;UP;0;
1514335500;13531,05;13585;13533,68;13582,99;6,35445181;27.12.2017 01:45;13566,34667;-32,55028526;1,537132726;0,045093845;50,20991667;6,481878822;0,148231641;UP;UP;UP;0;
1514336400;13582,99;13680;13583;13680;6,79776498;27.12.2017 02:00;13647,66333;-23,17455252;9,375732735;0,28803842;49,19539251;-1,014524158;-0,020205653;UP;UP;UP;0;
1514337300;13669;13725,77;13680;13669,01;7,22513708;27.12.2017 02:15;13687,92667;-14,02479376;9,149758762;0,394819221;56,34922264;7,153830126;0,145416669;UP;DOWN;DOWN;0;
1514338200;13666,8;13730;13669;13729,99;5,22647641;27.12.2017 02:30;13708,93;-0,850368667;13,17442509;0,939366761;54,48224254;-1,8669801;-0,033132313;DOWN;DOWN;DOWN;0;
1514339100;13659,62;13729,95;13729,94;13665,24;3,85980863;27.12.2017 02:45;13684,93667;4,836789884;5,687158551;6,68787406;55,44014257;0,957900028;0,017581876;DOWN;DOWN;DOWN;0;
1514340000;13658,01;13689,12;13689,12;13658,01;3,04791407;27.12.2017 03:00;13668,38;9,262253017;4,425463133;0,914958731;62,02345964;6,583317075;0,118746395;DOWN;DOWN;DOWN;0;
1514340900;13585,02;13655;13655;13590;4,41934091;27.12.2017 03:15;13610,00667;9,428499482;0,166246465;0,017948815;70,31841195;8,294952306;0,133738949;DOWN;UP;UP;0;
1514341800;13589,99;13601;13590;13601;8,45240669;27.12.2017 03:30;13597,33;11,31631418;1,8878147;0,200224299;62,62598101;-7,69243094;-0,109394264;UP;UP;UP;0;
1514342700;13601;13655;13601;13630,01;1,38031534;27.12.2017 03:45;13628,67;13,60348776;2,287173577;0,202112944;71,05943917;8,433458161;0,134663889;DOWN;DOWN;UP;0;
1514343600;13610;13630,01;13630,01;13610,01;1,36990454;27.12.2017 04:00;13616,67333;16,74230617;3,138818414;0,230736299;67,18320525;-3,876233922;-0,054549177;UP;UP;UP;0;
1514344500;13610;13635,94;13610,01;13610,01;1,32319916;27.12.2017 04:15;13618,65;15,47543598;-1,266870193;-0,075668799;64,12423195;-3,058973297;-0,045531815;UP;UP;UP;0;
1514345400;13610;13649,49;13610;13649,48;1,27662616;27.12.2017 04:30;13636,32333;19,06200412;3,586568145;0,231758779;74,26164767;10,13741572;0,158090248;UP;UP;UP;0;
1514346300;13623,61;13649,49;13649,49;13648,98;1,58576837;27.12.2017 04:45;13640,69333;20,48542586;1,423421732;0,074673246;70,78303391;-3,478613758;-0,046842669;UP;UP;UP;0;
1514347200;13648,99;13798;13648,99;13798;14,85555459;27.12.2017 05:00;13748,33;33,99547226;13,51004641;0,659495512;68,2118154;-2,571218508;-0,03632535;UP;UP;UP;0;
1514348100;13797,99;13899,98;13798;13899,97;11,32217273;27.12.2017 05:15;13865,98;53,49457058;19,49909831;0,573579274;73,29739171;5,085576312;0,074555651;UP;UP;DOWN;2;1
1514349000;13898;13900;13899,98;13898,01;8,24806789;27.12.2017 05:30;13898,67;66,7828405;13,28826993;0,248404086;75,2092981;1,911906388;0,026084235;DOWN;DOWN;DOWN;0;
1514349900;13848,04;13916;13853,04;13884,93;6,30750082;27.12.2017 05:45;13882,99;75,25028828;8,467447777;0,12679077;64,40107558;-10,80822252;-0,143708594;DOWN;DOWN;DOWN;0;
1514350800;13850;13873,61;13862,33;13850;0,1769375;27.12.2017 06:00;13857,87;77,66878885;2,418500566;0,032139419;55,23342174;-9,167653838;-0,142352496;DOWN;DOWN;UP;0;
1514351700;13719;13833,07;13719;13818,79;4,88403113;27.12.2017 06:15;13790,28667;76,95441446;-0,714374391;-0,009197702;59,34323421;4,109812469;0,074408073;UP;UP;UP;0;
1514352600;13819,35;13904,53;13819,35;13837,87;4,73996686;27.12.2017 06:30;13853,91667;77,32400973;0,369595269;0,004802782;65,5612194;6,217985187;0,104780019;UP;UP;UP;0;
1514353500;13837,86;13888;13837,87;13887,66;2,76374147;27.12.2017 06:45;13871,17333;79,22142799;1,897418263;0,024538539;70,71633257;5,155113173;0,078630526;UP;UP;UP;0;
1514354400;13887,66;13920;13887,66;13919,99;6,63516006;27.12.2017 07:00;13909,21667;83,48978094;4,268352947;0,053878768;76,39503486;5,678702287;0,080302556;UP;UP;UP;0;
1514355300;13919,99;13950;13919,99;13949,67;7,80691198;27.12.2017 07:15;13939,88667;88,98715187;5,497370936;0,065844836;75,81669165;-0,578343208;-0,007570429;DOWN;DOWN;UP;0;
1514356200;13899,18;13950,78;13949,67;13919,99;6,86762074;27.12.2017 07:30;13923,31667;87,24882872;-1,738323151;-0,019534541;69,08672633;-6,729965322;-0,088766275;UP;UP;DOWN;0;
1514357100;13902;13947,06;13919,99;13927,25;6,70504045;27.12.2017 07:45;13925,43667;86,32179895;-0,927029774;-0,010625126;71,26747589;2,180749561;0,031565391;UP;DOWN;DOWN;0;
1514358000;13928,19;13965,16;13928,19;13948,99;18,03235637;27.12.2017 08:00;13947,44667;82,74745039;-3,574348556;-0,041407253;73,12363513;1,85615924;0,02604497;DOWN;DOWN;DOWN;0;
1514358900;13850;13966,55;13949;13868,17;7,68058431;27.12.2017 08:15;13894,90667;69,21397198;-13,53347841;-0,163551606;59,65771579;-13,46591933;-0,184152761;UP;UP;UP;0;
1514359800;13860;13948,71;13867,23;13890,91;6,67228535;27.12.2017 08:30;13899,87333;60,5232432;-8,690728775;-0,125563214;61,96841601;2,310700217;0,03873263;UP;UP;UP;0;
1514360700;13870;13949;13877,44;13948,8;10,0762706;27.12.2017 08:45;13922,6;58,15628219;-2,366961009;-0,039108298;58,88247663;-3,085939384;-0,049798584;DOWN;UP;UP;0;
1514361600;13880;13963;13948,8;13884,73;12,11572536;27.12.2017 09:00;13909,24333;50,89314965;-7,263132543;-0,124889905;48,04123472;-10,84124191;-0,184116609;UP;UP;UP;0;
1514362500;13882;13966;13882,01;13955,91;19,85470536;27.12.2017 09:15;13934,63667;50,96491999;0,07177034;0,001410216;58,14810304;10,10686832;0,210379029;UP;UP;UP;0;
1514363400;13915;13960,11;13955,91;13960,11;10,89443947;27.12.2017 09:30;13945,07333;50,01204165;-0,952878339;-0,018696749;68,56507972;10,41697668;0,179145598;DOWN;UP;DOWN;0;
1514364300;13920;13963,6;13960,11;13920,78;13,73898694;27.12.2017 09:45;13934,79333;42,77013683;-7,241904822;-0,144803223;62,70821374;-5,856865977;-0,085420538;UP;UP;DOWN;0;
1514365200;13920;13969,99;13920,78;13969,5;15,68265437;27.12.2017 10:00;13953,16333;39,92052047;-2,849616361;-0,066626309;65,1777948;2,469581061;0,039382099;DOWN;DOWN;DOWN;0;
1514366100;13925,99;13981;13969,99;13926;21,92416174;27.12.2017 10:15;13944,33;32,28120865;-7,639311816;-0,191363031;57,0138402;-8,163954605;-0,125256686;DOWN;DOWN;DOWN;0;
1514367000;13760,01;13928,78;13926,01;13793,69;25,49116112;27.12.2017 10:30;13827,49333;13,64670948;-18,63449918;-0,577255312;48,69902954;-8,314810657;-0,14583846;DOWN;UP;DOWN;0;
1514367900;13782;13869,4;13793,68;13810,99;20,13230867;27.12.2017 10:45;13820,79667;-0,239635254;-13,88634473;-1,017559929;40,12647712;-8,57255242;-0,176031278;UP;DOWN;DOWN;0;
1514368800;13809,99;13864,89;13810,99;13849,2;19,44414293;27.12.2017 11:00;13841,36;-8,223703699;-7,984068445;-33,31758715;47,84518684;7,718709719;0,192359516;DOWN;DOWN;DOWN;0;
1514369700;13643,46;13850;13849,2;13643,46;26,92191116;27.12.2017 11:15;13712,30667;-31,94557387;-23,72187017;-2,884572577;41,68013461;-6,16505223;-0,128854178;DOWN;DOWN;UP;0;
1514370600;13635,58;13749,06;13643,46;13726,31;28,24643688;27.12.2017 11:30;13703,65;-41,74078117;-9,795207299;-0,306621735;35,11550378;-6,564630829;-0,157500231;DOWN;UP;DOWN;0;
1514371500;13620,8;13730;13726,26;13669,9;18,27775372;27.12.2017 11:45;13673,56667;-54,50704945;-12,76626828;-0,305846415;33,67675637;-1,438747409;-0,040971857;UP;UP;UP;0;
1514372400;13669,89;13748,15;13669,89;13735;22,27575505;27.12.2017 12:00;13717,68;-56,46259033;-1,95554088;-0,035876843;36,4279545;2,751198127;0,081694273;DOWN;DOWN;UP;0;
1514373300;13655,01;13735;13735;13677;15,82993625;27.12.2017 12:15;13689,00333;-64,5269844;-8,064394068;-0,142827207;31,78201842;-4,645936075;-0,12753766;DOWN;UP;UP;1;
1514374200;13660,01;13684,78;13675,51;13684,78;20,39533021;27.12.2017 12:30;13676,52333;-70,02249417;-5,495509773;-0,085166072;31,13295334;-0,649065083;-0,0204224;UP;UP;UP;0;
1514375100;13684,77;13740;13684,78;13740;22,52517923;27.12.2017 12:45;13721,59;-68,05559782;1,96689635;0,028089493;33,1071094;1,974156061;0,063410498;UP;UP;UP;0;
1514376000;13739,99;13900;13740;13893,37;22,17195461;27.12.2017 13:00;13844,45333;-52,73346711;15,32213071;0,225141373;33,66531943;0,558210033;0,01686073;UP;UP;UP;0;
1514376900;13862,17;13900;13893,37;13899;17,70709813;27.12.2017 13:15;13887,05667;-38,22473162;14,50873549;0,27513335;39,97256253;6,307243098;0,187351352;DOWN;DOWN;DOWN;0;
1514377800;13850;13911;13898,99;13850,01;15,02195208;27.12.2017 13:30;13870,33667;-27,46071713;10,7640145;0,281598171;34,76420355;-5,20835898;-0,130298351;UP;DOWN;DOWN;0;
1514378700;13849,99;13900;13850,01;13900;11,40276319;27.12.2017 13:45;13883,33;-13,95428557;13,50643156;0,491845551;39,95608267;5,191879115;0,14934555;DOWN;DOWN;DOWN;0;
1514379600;13821;13903;13899,99;13821,01;16,83504242;27.12.2017 14:00;13848,33667;-11,50405174;2,450233829;0,175590059;41,45256508;1,496482411;0,037453181;DOWN;UP;UP;0;
1514380500;13805,5;13873,4;13821;13855,84;20,00872915;27.12.2017 14:15;13844,91333;-1,105948568;10,39810317;0,90386443;42,74878542;1,296220347;0,031269967;UP;UP;UP;0;
1514381400;13821,6;13880;13855,84;13860;10,56589961;27.12.2017 14:30;13853,86667;6,208100886;7,314049454;6,613372146;42,73039693;-0,018388497;-0,000430153;UP;UP;UP;0;
1514382300;13859,99;13889;13860;13879,99;16,65122607;27.12.2017 14:45;13876,32667;14,52048306;8,312382178;1,338957329;48,1151402;5,384743272;0,126016692;DOWN;DOWN;DOWN;0;
1514383200;13848,89;13879,99;13879,99;13853,63;16,21841731;27.12.2017 15:00;13860,83667;17,49452309;2,974040025;0,204816879;49,98461593;1,86947573;0,038854209;UP;DOWN;DOWN;0;
1514384100;13852;13875,01;13852,18;13864,99;14,12611938;27.12.2017 15:15;13864;23,00839722;5,513874129;0,315177162;59,0029991;9,018383169;0,180423176;DOWN;DOWN;DOWN;2;1
1514385000;13715,02;13864,99;13864,98;13715,32;18,91363694;27.12.2017 15:30;13765,11;12,82981778;-10,17857943;-0,442385419;52,47180049;-6,531198611;-0,110692655;DOWN;DOWN;DOWN;0;
1514385900;13555,58;13715,32;13715,32;13602,51;38,99523011;27.12.2017 15:45;13624,47;-5,827825466;-18,65764325;-1,454240704;53,19244343;0,720642941;0,013733909;DOWN;DOWN;DOWN;0;
1514386800;13450;13690,25;13602,5;13474,39;28,71439361;27.12.2017 16:00;13538,21333;-35,42340236;-29,59557689;-5,078322449;48,55367537;-4,638768062;-0,087207275;UP;DOWN;DOWN;0;
1514387700;13450;13605,16;13474,38;13587,73;33,45911089;27.12.2017 16:15;13547,63;-48,23201318;-12,80861082;-0,361586126;50,07336604;1,519690673;0,031299189;DOWN;DOWN;DOWN;0;
1514388600;13415;13590;13587,73;13423,99;27,94662548;27.12.2017 16:30;13476,33;-71,0262279;-22,79421472;-0,472595134;40,19899904;-9,874366997;-0,197197987;DOWN;UP;UP;0;
1514389500;13402,02;13468;13423,98;13468;27,00894578;27.12.2017 16:45;13446,00667;-85,50531255;-14,47908465;-0,203855464;31,67819231;-8,520806738;-0,211965644;UP;UP;DOWN;0;
1514390400;13460;13547,79;13466;13505,01;30,03047666;27.12.2017 17:00;13504,26667;-92,05554073;-6,550228186;-0,076606096;39,73122813;8,053035828;0,254213869;UP;DOWN;DOWN;0;
1514391300;13485;13603,31;13505;13492,31;18,63270454;27.12.2017 17:15;13526,87333;-97,98877159;-5,933230855;-0,064452729;42,53035513;2,799127;0,07045156;DOWN;DOWN;DOWN;0;
1514392200;13241;13486,69;13486,69;13322,97;43,35384383;27.12.2017 17:30;13350,22;-116,8582618;-18,86949025;-0,192567882;41,61164409;-0,918711043;-0,021601302;DOWN;DOWN;DOWN;0;
1514393100;13051;13322,99;13322,97;13200;27,97987126;27.12.2017 17:45;13191,33;-144,5176098;-27,659348;-0,236691421;38,54160079;-3,070043302;-0,073778467;DOWN;UP;UP;0;
1514394000;12901,8;13325;13164,03;13309,53;47,17681289;27.12.2017 18:00;13178,77667;-153,2743033;-8,756693472;-0,060592571;31,99971191;-6,541888879;-0,169735785;UP;UP;UP;1;
1514394900;13151,55;13350;13309,52;13342,2;33,99858752;27.12.2017 18:15;13281,25;-156,5260545;-3,251751223;-0,021215241;38,15395783;6,154245916;0,192321916;UP;UP;UP;0;
1514395800;13270,24;13425;13345;13281,44;31,09781037;27.12.2017 18:30;13325,56;-158,8935596;-2,367505056;-0,01512531;44,86747994;6,713522116;0,175958734;DOWN;UP;DOWN;0;
1514396700;13188,64;13399,95;13277,01;13303,4;26,22235171;27.12.2017 18:45;13297,33;-154,8457398;4,047819795;0,02547504;39,39513729;-5,472342648;-0,121966793;UP;UP;DOWN;0;
1514397600;13212,21;13429;13300,01;13396,93;39,35606828;27.12.2017 19:00;13346,04667;-137,9980992;16,84764054;0,108802739;44,35578013;4,96064284;0,125920182;DOWN;DOWN;DOWN;0;
1514398500;13232;13420;13396,4;13284,61;28,28818611;27.12.2017 19:15;13312,20333;-135,2747885;2,723310739;0,019734408;42,42329549;-1,932484647;-0,04356782;DOWN;DOWN;UP;0;
1514399400;13100;13290,6;13284,61;13288,91;27,84308604;27.12.2017 19:30;13226,50333;-125,231972;10,04281651;0,07424012;43,53095057;1,10765508;0,026109595;UP;UP;UP;0;
1514400300;13199,1;13290,6;13290,12;13247,69;23,09200305;27.12.2017 19:45;13245,79667;-119,8861969;5,345775147;0,042686984;43,33514993;-0,195800637;-0,004497964;UP;UP;DOWN;0;
1514401200;13247,68;13347;13247,69;13346,97;33,28271177;27.12.2017 20:00;13313,88333;-105,8680339;14,01816291;0,116928915;49,75725283;6,422102904;0,148196162;DOWN;DOWN;DOWN;0;
1514402100;13215,1;13346,99;13346,97;13250,01;24,180751;27.12.2017 20:15;13270,7;-101,113809;4,754224973;0,044907087;49,18908169;-0,568171147;-0,011418861;DOWN;DOWN;DOWN;0;
1514403000;13200,02;13267,18;13250,01;13213,33;17,78597459;27.12.2017 20:30;13226,84333;-95,74724993;5,366559038;0,053074442;43,26753799;-5,921543694;-0,120383294;DOWN;DOWN;DOWN;0;
1514403900;13085;13222,12;13212,92;13118,19;22,40167618;27.12.2017 20:45;13141,77;-94,98122143;0,766028499;0,008000527;37,35361501;-5,913922987;-0,136682679;UP;UP;DOWN;0;
1514404800;13115;13225;13118,19;13135,01;12,86937891;27.12.2017 21:00;13158,33667;-93,15486344;1,826357993;0,019228622;42,28079846;4,927183453;0,131906469;DOWN;DOWN;DOWN;0;
1514405700;13120,66;13210;13135,01;13132,97;14,88144423;27.12.2017 21:15;13154,54333;-90,41924523;2,735618202;0,029366349;45,58175413;3,300955673;0,078072217;DOWN;DOWN;UP;0;
1514406600;13017,42;13131,55;13131,55;13077,7;23,34192436;27.12.2017 21:30;13075,55667;-90,22852893;0,190716302;0,002109245;47,13976778;1,558013649;0,034180643;UP;UP;UP;0;
1514407500;13061;13198;13077,24;13157,04;21,46579465;27.12.2017 21:45;13138,68;-81,11374489;9,114784046;0,10101887;43,62072231;-3,519045467;-0,074651311;UP;UP;UP;0;
1514408400;13111,99;13345;13153,79;13335,16;22,68163256;27.12.2017 22:00;13264,05;-59,60755306;21,50619182;0,265136221;41,53635491;-2,084367401;-0,047783881;UP;UP;UP;0;
1514409300;13300;13424,81;13339,45;13399,99;26,27695382;27.12.2017 22:15;13374,93333;-34,15368685;25,45386622;0,427024176;49,31925207;7,78289716;0,187375545;DOWN;DOWN;DOWN;0;
1514410200;13250;13400;13400;13250;20,35353415;27.12.2017 22:30;13300;-28,66354499;5,490141855;0,160748146;41,49561303;-7,823639044;-0,158632557;DOWN;UP;UP;0;
1514411100;13240;13320;13250,47;13319,99;18,49054662;27.12.2017 22:45;13293,33;-14,95593774;13,70760725;0,478224422;43,99874554;2,503132517;0,060322823;UP;UP;UP;0;
1514412000;13276,28;13348;13320;13285;14,37203748;27.12.2017 23:00;13303,09333;-10,93871482;4,017222927;0,268603881;51,41730437;7,418558822;0,168608417;UP;UP;UP;0;
1514412900;13284,99;13350;13285;13350;21,22582427;27.12.2017 23:15;13328,33;1,292168338;12,23088315;1,118127985;49,21817136;-2,199133009;-0,04277029;UP;UP;UP;0;
1514413800;13349,99;13497,9;13350;13445,01;23,12904604;27.12.2017 23:30;13430,96667;21,30918708;20,01701874;15,4910302;48,91826321;-0,299908148;-0,006093444;UP;UP;UP;0;
1514414700;13400;13500;13440,01;13419,41;17,45827606;27.12.2017 23:45;13439,80333;37,03987006;15,73068298;0,738211313;58,91313693;9,994873718;0,204317837;UP;UP;UP;0;
1514415600;13400;13480;13419,41;13470,06;9,03208178;28.12.2017 00:00;13450,02;51,90972448;14,86985443;0,401455362;66,69081002;7,777673089;0,132019334;UP;UP;UP;0;
1514416500;13469,99;13500;13471,28;13500;9,35159987;28.12.2017 00:15;13489,99667;64,68420169;12,77447721;0,246090253;72,24013161;5,549321594;0,08320969;UP;UP;UP;0;
1514417400;13485,01;13590;13500;13578,59;9,56614166;28.12.2017 00:30;13551,2;83,90583063;19,22162894;0,297161106;70,86166921;-1,378462404;-0,019081671;DOWN;UP;DOWN;0;
1514418300;13521;13594,78;13578,59;13533,11;8,58073201;28.12.2017 00:45;13549,63;92,70607398;8,800243348;0,104882382;71,70196776;0,840298555;0,011858295;UP;DOWN;DOWN;0;
1514419200;13530,02;13590;13530,02;13585,58;5,99896696;28.12.2017 01:00;13568,53333;98,73640367;6,030329694;0,065047838;77,00223983;5,30027207;0,073920873;DOWN;DOWN;DOWN;2;1
1514420100;13402;13589,98;13589,98;13418,78;10,97369186;28.12.2017 01:15;13470,25333;85,57054119;-13,16586248;-0,133343549;72,63894267;-4,363297159;-0,056664549;DOWN;DOWN;DOWN;0;
1514421000;13301;13418,72;13410,58;13391,5;7,37586424;28.12.2017 01:30;13370,40667;76,26986606;-9,300675129;-0,108690152;66,29936989;-6,339572786;-0,087275125;DOWN;UP;UP;0;
