;unixtime;low;high;open;close;volume;datetime;typical_price;macd;macd_delta_absolute;macd_delta_percentage;mfi;mfi_delta_absolute;mfi_delta_percentage;trend_1_intervall;trend_2_intervall;trend_3_intervall
61;1514334600;13515,18;13573,9;13542,94;13533,67;4,23889427;27.12.2017 00:30;13540,91667;-63,69538834;-2,310256193;0,036270384;31,4008116;2,248297681;0,071599986;DOWN;DOWN;DOWN
62;1514333700;13447;13542,94;13447;13542,94;6,62300051;27.12.2017 00:15;13510,96;-62,69733259;0,998055755;-0,015918632;37,3811721;5,980360493;0,159983226;DOWN;UP;DOWN
63;1514332800;13447;13555;13555;13447;9,69984743;27.12.2017 00:00;13483;-69,55934398;-6,862011392;0,098649743;34,35755931;-3,02361279;-0,088004295;UP;UP;UP
64;1514331900;13506,99;13560,28;13507;13554,99;10,37293751;26.12.2017 23:45;13540,75333;-63,77424996;5,785094015;-0,090712067;44,00121193;9,643652623;0,219167887;DOWN;DOWN;UP
65;1514331000;13440;13559,61;13461,31;13507;8,80061833;26.12.2017 23:30;13502,20333;-62,01571421;1,758535755;-0,028356293;38,98816585;-5,013046073;-0,128578659;DOWN;UP;UP
66;1514330100;13451,15;13579,01;13579,01;13461,31;8,23629364;26.12.2017 23:15;13497,15667;-63,68309239;-1,667378176;0,026182431;34,07606969;-4,912096166;-0,144150902;UP;UP;UP
67;1514329200;13519,99;13581,18;13545,01;13579;7,526381;26.12.2017 23:00;13560,05667;-55,0937085;8,589383881;-0,155904987;40,36517805;6,289108357;0,155805292;DOWN;DOWN;UP
68;1514328300;13500;13547,08;13534,68;13545,02;13,49406192;26.12.2017 22:45;13530,7;-50,9403509;4,153357607;-0,081533746;31,61673349;-8,748444555;-0,276702986;UP;UP;UP
69;1514327400;13450;13635,05;13588;13573,03;16,65996386;26.12.2017 22:30;13552,69333;-45,43977264;5,50057826;-0,121052064;37,69810608;6,081372589;0,161317722;UP;UP;UP
70;1514326500;13580;13720;13717,99;13588;17,47493969;26.12.2017 22:15;13629,33333;-37,1529909;8,286781738;-0,223044808;45,04740798;7,349301902;0,163145944;UP;UP;UP
71;1514325600;13699,99;13720;13700;13718;7,46402449;26.12.2017 22:00;13712,66333;-17,98508571;19,16790519;-1,065766686;50,8802064;5,832798419;0,114637869;DOWN;DOWN;DOWN
72;1514324700;13654,22;13748;13741;13700;12,76563477;26.12.2017 21:45;13700,74;-1,686821355;16,29826435;-9,662116442;50,00109338;-0,87911302;-0,017581876;UP;DOWN;DOWN
73;1514323800;13633,18;13740;13643,86;13740;12,67048281;26.12.2017 21:30;13704,39333;15,35160073;17,03842208;1,109879184;57,38916032;7,388066935;0,128736279;DOWN;DOWN;DOWN
74;1514322900;13555;13657,96;13657,96;13643,92;9,22318491;26.12.2017 21:15;13618,96;18,19445926;2,842858532;0,156248586;54,98927957;-2,399880742;-0,043642702;UP;UP;UP
75;1514322000;13575,02;13670;13611,17;13657,96;16,03523143;26.12.2017 21:00;13634,32667;23,99987177;5,805412513;0,24189348;60,25693939;5,26765982;0,08741997;DOWN;UP;UP
76;1514321100;13530,99;13738,99;13738,99;13587,32;13,08949281;26.12.2017 20:45;13619,1;19,08150896;-4,918362813;-0,257755444;55,70528057;-4,55165882;-0,081709647;UP;UP;UP
77;1514320200;13660;13749,01;13695;13738,99;15,55009235;26.12.2017 20:30;13716;30,23298048;11,15147152;0,368851213;61,49907879;5,793798216;0,094209512;DOWN;UP;DOWN
78;1514319300;13623,94;13795;13788,97;13695;16,72844564;26.12.2017 20:15;13704,64667;36,07972334;5,846742864;0,162050657;53,62649584;-7,872582949;-0,146803979;UP;DOWN;DOWN
79;1514318400;13641,21;13789,9;13649,91;13788,97;16,12426696;26.12.2017 20:00;13740,02667;46,05202789;9,972304543;0,216544309;61,21197512;7,585479282;0,123921492;DOWN;DOWN;DOWN
80;1514317500;13574,3;13657,93;13632,16;13649,88;12,14856304;26.12.2017 19:45;13627,37;41,24831952;-4,803708365;-0,11645828;58,69413176;-2,517843366;-0,042897702;DOWN;DOWN;DOWN
81;1514316600;13499,99;13661,99;13500;13636,95;40,42413562;26.12.2017 19:30;13599,64333;36,0193637;-5,228955824;-0,145170688;53,08644408;-5,607687681;-0,105633138;DOWN;DOWN;DOWN
82;1514315700;13420,16;13500;13420,17;13500;41,55639242;26.12.2017 19:15;13473,38667;18,76939473;-17,24996896;-0,919047695;45,16250739;-7,923936688;-0,17545387;DOWN;DOWN;DOWN
83;1514314800;13402,99;13519;13403;13420,17;19,12470829;26.12.2017 19:00;13447,38667;-4,540576265;-23,309971;5,133703222;34,70863212;-10,45387527;-0,301189492;DOWN;DOWN;DOWN
84;1514313900;13401,58;13479,99;13403;13403;19,31302563;26.12.2017 18:45;13428,19;-24,58518311;-20,04460684;0,815312489;27,7638278;-6,944804315;-0,250138575;DOWN;DOWN;UP
85;1514313000;13375;13440;13421,24;13403;13,90112961;26.12.2017 18:30;13406;-40,89320288;-16,30801977;0,398795365;20,64708416;-7,116743647;-0,344685167;UP;UP;DOWN
86;1514312100;13340;13485,7;13430,29;13421,25;18,7542758;26.12.2017 18:15;13415,65;-50,44916423;-9,555961353;0,189417635;25,45786657;4,810782418;0,188970368;UP;DOWN;DOWN
87;1514311200;13384,85;13573;13454,78;13430,29;20,86382569;26.12.2017 18:00;13462,71333;-57,54245016;-7,093285933;0,123270488;27,05052947;1,59266289;0,058877328;DOWN;DOWN;UP
88;1514310300;13255,19;13476,99;13288,78;13454,78;48,78247662;26.12.2017 17:45;13395,65333;-58,60806282;-1,065612653;0,018182015;26,26588463;-0,784644833;-0,029873155;DOWN;UP;UP
89;1514309400;13228,57;13602,02;13602,01;13288,78;25,64813315;26.12.2017 17:30;13373,12333;-78,89231687;-20,28425405;0,257113175;20,01130288;-6,254581752;-0,31255245;UP;UP;UP
90;1514308500;13550;13699;13680;13602;13,36103814;26.12.2017 17:15;13617;-63,23742419;15,65489268;-0,247557406;27,32515171;7,313848829;0,267659953;UP;UP;UP
91;1514307600;13550;13680;13621,29;13680;15,73972864;26.12.2017 17:00;13636,66667;-46,11960549;17,1178187;-0,37116143;27,3864251;0,061273388;0,002237363;UP;UP;UP
92;1514306700;13600,15;13790;13784,46;13614,44;24,44258584;26.12.2017 16:45;13668,19667;-35,92284364;10,19676185;-0,283851745;32,30710464;4,920679543;0,152309518;UP;UP;UP
93;1514305800;13671,98;13980;13980;13786,49;28,56579269;26.12.2017 16:30;13812,82333;-10,33461188;25,58823176;-2,47597414;33,89843848;1,591333844;0,046944164;UP;UP;DOWN
94;1514304900;13886;13980;13900;13980;27,76033667;26.12.2017 16:15;13948,66667;30,44346082;40,7780727;1,339469022;41,15018803;7,251749545;0,176226401;DOWN;DOWN;DOWN
95;1514304000;13720,21;13894,43;13720,21;13894,43;22,55743525;26.12.2017 16:00;13836,35667;56,47351593;26,03005511;0,460924996;39,27096757;-1,879220462;-0,047852665;DOWN;DOWN;DOWN
96;1514303100;13665,33;13749;13719,47;13720,21;12,9483537;26.12.2017 15:45;13711,51333;61,02425314;4,550737211;0,0745726;41,29258539;2,02161782;0,048958374;UP;DOWN;DOWN
97;1514302200;13651,41;13788;13725,07;13716,71;16,64469614;26.12.2017 15:30;13718,70667;65,40441942;4,380166281;0,066970494;49,21498534;7,922399954;0,160975359;DOWN;DOWN;DOWN
98;1514301300;13577,28;13800;13600,01;13725,07;31,38483353;26.12.2017 15:15;13700,78333;68,77443728;3,370017865;0,049001024;49,55244371;0,337458365;0,006810126;DOWN;DOWN;DOWN
99;1514300400;13511,1;13745;13745;13600;26,63787335;26.12.2017 15:00;13618,7;59,84787411;-8,926563177;-0,149154223;47,61986288;-1,932580823;-0,040583502;UP;DOWN;DOWN
100;1514299500;13407,97;13750;13407,99;13745;28,11217177;26.12.2017 14:45;13634,32333;64,38398138;4,536107271;0,070453973;49,64979852;2,029935641;0,040885073;DOWN;DOWN;DOWN
101;1514298600;13341,15;13493;13347,58;13407,98;28,23122458;26.12.2017 14:30;13414,04333;40,62368586;-23,76029552;-0,584887733;42,8822166;-6,767581926;-0,157817913;DOWN;DOWN;DOWN
102;1514297700;13188;13490;13188;13345;31,88263532;26.12.2017 14:15;13341;8,079015746;-32,54467012;-4,028296409;42,00504321;-0,877173386;-0,020882573;DOWN;DOWN;DOWN
103;1514296800;13128,02;13188;13141,02;13188;9,51850307;26.12.2017 14:00;13168,00667;-32,11322661;-40,19224235;1,251579072;44,10944109;2,104397876;0,047708559;DOWN;DOWN;DOWN
104;1514295900;13090;13179,97;13154,35;13144,02;14,17081749;26.12.2017 13:45;13137,99667;-66,11974926;-34,00652265;0,514317175;38,41306483;-5,696376256;-0,148292678;UP;DOWN;DOWN
105;1514295000;13089,99;13187,46;13090;13161,29;13,94665521;26.12.2017 13:30;13146,24667;-93,30363204;-27,18388278;0,291348602;38,47321521;0,060150383;0,001563435;DOWN;DOWN;DOWN
106;1514294100;13008,88;13110,51;13110,51;13090;11,06199025;26.12.2017 13:15;13069,79667;-126,3433631;-33,03973111;0,261507453;33,77128603;-4,701929182;-0,139228609;UP;DOWN;DOWN
107;1514293200;13014,99;13111;13015;13110;17,26697002;26.12.2017 13:00;13078,66333;-147,6282883;-21,28492516;0,144179177;30,72446343;-3,046822603;-0,099166015;DOWN;DOWN;DOWN
108;1514292300;12999,99;13015,98;13000;13015;12,55317437;26.12.2017 12:45;13010,32333;-169,2417647;-21,61347635;0,127707699;22,04909321;-8,675370223;-0,393457007;DOWN;DOWN;DOWN
109;1514291400;12935,91;13000;12965,98;12999,99;21,43484334;26.12.2017 12:30;12978,63333;-186,8574559;-17,6156912;0,094273419;23,37379879;1,324705587;0,056674809;DOWN;DOWN;DOWN
110;1514290500;12842,81;12967;12845,01;12965,99;11,93716693;26.12.2017 12:15;12925,26667;-202,5843214;-15,72686557;0,077631208;23,58848486;0,21468607;0,009101308;DOWN;UP;DOWN
111;1514289600;12845;12943,9;12935,08;12845,01;9,0335501;26.12.2017 12:00;12877,97;-221,3172256;-18,73290415;0,084642775;18,89966876;-4,688816103;-0,248089856;UP;UP;UP
112;1514288700;12901;12949;12939,1;12935,09;7,3263255;26.12.2017 11:45;12928,36333;-228,7785057;-7,461280132;0,032613554;22,76482295;3,865154193;0,169786262;DOWN;DOWN;UP
113;1514287800;12855,21;12949,99;12856,74;12926,01;13,925291;26.12.2017 11:30;12910,40333;-225,2479276;3,530578133;-0,015674187;25,13354656;2,368723601;0,094245498;DOWN;UP;UP
114;1514286900;12855;12937,99;12930;12856,74;20,8413148;26.12.2017 11:15;12883,24333;-224,4621585;0,785769123;-0,003500675;14,71051832;-10,42302824;-0,708542555;UP;UP;UP
115;1514286000;12911,76;12996;12996;12929,2;10,16512027;26.12.2017 11:00;12945,65333;-212,5748368;11,88732169;-0,055920644;24,4692478;9,758729479;0,39881608;UP;UP;UP
116;1514285100;12960;13034;13034;12996;11,55421167;26.12.2017 10:45;12996,66667;-189,8216734;22,75316333;-0,119865993;31,64267154;7,173423749;0,226700952;UP;DOWN;DOWN
117;1514284200;12962,48;13034,32;12962,48;13034;12,00326679;26.12.2017 10:30;13010,26667;-165,0237795;24,79789396;-0,15026861;41,5187555;9,876083956;0,237870424;DOWN;DOWN;DOWN
118;1514283300;12960,9;13000;12969,98;12963;12,29860048;26.12.2017 10:15;12974,63333;-148,3833768;16,64040265;-0,112144655;40,99271452;-0,526040979;-0,012832548;UP;UP;DOWN
119;1514282400;12970;13049;12999,99;12970;16,9038331;26.12.2017 10:00;12996,33333;-130,5612882;17,82208859;-0,136503621;40,34029925;-0,652415271;-0,016172792;UP;DOWN;DOWN
120;1514281500;12950,05;13041,97;12971;12999,99;19,86976699;26.12.2017 09:45;12997,33667;-106,6243016;23,9369866;-0,224498414;48,73366286;8,39336361;0,172229279;DOWN;DOWN;DOWN
121;1514280600;12805,29;12971;12805,29;12971;13,71002616;26.12.2017 09:30;12915,76333;-88,23841901;18,38588263;-0,208365957;40,91111035;-7,822552511;-0,191208511;DOWN;DOWN;DOWN
122;1514279700;12720;12839,58;12720,01;12805,26;19,13021391;26.12.2017 09:15;12788,28;-87,70904496;0,529374047;-0,00603557;41,70649735;0,795387004;0,019071057;DOWN;DOWN;UP
123;1514278800;12681,65;12780,83;12737,56;12720,01;14,09419499;26.12.2017 09:00;12727,49667;-89,94789641;-2,238851449;0,024890537;40,39646599;-1,310031368;-0,032429356;UP;UP;UP
124;1514277900;12700;12874,39;12842,91;12731,46;20,76841679;26.12.2017 08:45;12768,61667;-90,12856372;-0,180667312;0,002004551;49,20310664;8,806640656;0,17898546;UP;UP;UP
125;1514277000;12830,88;12881,08;12881,08;12835,01;15,86419622;26.12.2017 08:30;12848,99;-79,52363459;10,60492914;-0,13335569;57,30062229;8,097515646;0,141316365;UP;UP;UP
126;1514276100;12850,42;12980;12965,23;12881,08;12,07498109;26.12.2017 08:15;12903,83333;-61,52394977;17,99968482;-0,29256387;58,69036522;1,389742936;0,023679235;UP;UP;UP
127;1514275200;12955,35;13020;12981,74;12973,43;18,23556402;26.12.2017 08:00;12982,92667;-42,26719209;19,25675768;-0,455595859;63,05293934;4,36257412;0,069189068;UP;DOWN;UP
128;1514274300;12970,74;13015,78;12976,5;12977,36;14,50904909;26.12.2017 07:45;12987,96;-27,81276017;14,45443192;-0,51970505;70,20848758;7,155548238;0,101918564;DOWN;DOWN;UP
129;1514273400;12933,2;13015;12956,7;12976,51;13,07062354;26.12.2017 07:30;12974,90333;-18,35578265;9,45697752;-0,515204266;62,42235806;-7,786129524;-0,124733025;UP;UP;UP
130;1514272500;12949;13049,99;13040,01;12956,7;23,13922729;26.12.2017 07:15;12985,23;-11,09664195;7,259140697;-0,654174545;62,93882191;0,516463852;0,008205807;UP;UP;UP
131;1514271600;13040;13100;13087,47;13040,01;13,96783255;26.12.2017 07:00;13060,00333;2,748428511;13,84507046;5,03744973;64,84984075;1,911018842;0,029468366;UP;DOWN;DOWN
132;1514270700;13024,8;13100;13039,99;13087,46;13,14365112;26.12.2017 06:45;13070,75333;16,73294113;13,98451262;0,835747434;70,47334443;5,62350368;0,07979618;DOWN;DOWN;DOWN
133;1514269800;12979,75;13099;12979,75;13044,99;13,54252077;26.12.2017 06:30;13041,24667;24,67115741;7,938216284;0,321761;64,77855572;-5,694788708;-0,087911634;DOWN;DOWN;DOWN
134;1514268900;12933;12981,77;12963,68;12979,75;7,73032301;26.12.2017 06:15;12964,84;27,71455652;3,043399107;0,109812297;58,18867544;-6,58988028;-0,11325022;DOWN;DOWN;DOWN
135;1514268000;12900;12981,77;12900,01;12963,7;5,36165559;26.12.2017 06:00;12948,49;30,54459996;2,830043443;0,092652824;61,52982568;3,341150232;0,054301312;DOWN;DOWN;DOWN
136;1514267100;12817,54;12983,69;12817,56;12900;21,41550613;26.12.2017 05:45;12900,41;26,37335359;-4,171246368;-0,158161394;64,03444414;2,504618459;0,039113613;DOWN;DOWN;UP
137;1514266200;12800;12999,26;12880,97;12817,56;10,48910575;26.12.2017 05:30;12872,27333;11,74401741;-14,62933618;-1,245684135;63,2777153;-0,756728837;-0,011958852;DOWN;UP;DOWN
138;1514265300;12636,12;13071,02;12999,48;12880,98;29,4085904;26.12.2017 05:15;12862,70667;5,949827896;-5,794189518;-0,973841533;57,52851222;-5,749203077;-0,099936585;UP;DOWN;DOWN
139;1514264400;12800,24;12999,01;12800,25;12999,01;30,22551;26.12.2017 05:00;12932,75333;9,997173366;4,04734547;0,404848983;59,27831404;1,749801823;0,029518414;DOWN;DOWN;DOWN
140;1514263500;12710;12858;12752,49;12800,25;10,4289259;26.12.2017 04:45;12789,41667;-6,240892276;-16,23806564;2,601882059;48,54418335;-10,7341307;-0,221120842;DOWN;DOWN;DOWN
141;1514262600;12670,74;12890;12722,06;12752,96;11,15630834;26.12.2017 04:30;12771,23333;-22,60337113;-16,36247885;0,723895509;43,56326357;-4,98091978;-0,114337618;DOWN;DOWN;DOWN
142;1514261700;12667,44;12840,89;12690;12714,55;13,92686843;26.12.2017 04:15;12740,96;-37,53911926;-14,93574814;0,397871565;36,61254667;-6,950716902;-0,189845218;DOWN;DOWN;DOWN
143;1514260800;12514,99;12690;12663;12690;6,19272442;26.12.2017 04:00;12631,66333;-52,55862024;-15,01950098;0,285766653;36,75617794;0,143631279;0,003907677;DOWN;DOWN;DOWN
144;1514259900;12427,62;12663;12427,62;12659,5;14,28892523;26.12.2017 03:45;12583,37333;-68,50416242;-15,94554218;0,232767494;31,74287133;-5,013306616;-0,157934881;DOWN;DOWN;DOWN
145;1514259000;12151,44;12445,33;12187,08;12427,62;9,36037054;26.12.2017 03:30;12341,46333;-100,7025915;-32,19842911;0,31973784;21,62949619;-10,11337514;-0,46757331;DOWN;DOWN;DOWN
146;1514258100;12176,91;12187,1;12187,09;12187,09;2,65758037;26.12.2017 03:15;12183,7;-145,163701;-44,46110945;0,306282557;14,97897758;-6,650518612;-0,443990157;DOWN;DOWN;UP
147;1514257200;12114;12190,95;12159,01;12187,1;1,16249977;26.12.2017 03:00;12164,01667;-178,251986;-33,08828498;0,185626459;15,85424512;0,87526754;0,055207141;UP;UP;UP
148;1514256300;12159;12190,95;12190,95;12159,01;2,91122101;26.12.2017 02:45;12169,65333;-205,1076413;-26,8556553;0,130934446;17,64869403;1,794448914;0,101676017;UP;UP;UP
149;1514255400;12179,03;12190,95;12190,93;12190,95;2,31990503;26.12.2017 02:30;12186,97667;-220,0439572;-14,93631589;0,067878782;19,81963831;2,17094428;0,10953501;DOWN;UP;UP
150;1514254500;12159,48;12190,96;12163,48;12190,94;2,56334805;26.12.2017 02:15;12180,46;-230,7949262;-10,75096899;0,046582345;20,20481896;0,385180649;0,019063801;UP;UP;UP
151;1514253600;12164;12240;12212,75;12193,7;3,99348872;26.12.2017 02:00;12199,23333;-238,2225006;-7,42757446;0,031179147;24,51640891;4,311589948;0,175865477;UP;UP;UP
152;1514252700;12199,5;12260,39;12260,39;12212,75;3,32577878;26.12.2017 01:45;12224,21333;-234,5639273;3,658573327;-0,01559734;28,42840512;3,911996212;0,137608712;UP;UP;UP
153;1514251800;12182,69;12274,39;12199;12260,07;3,95453545;26.12.2017 01:30;12239,05;-222,3137434;12,25018385;-0,055103133;11,74711123;-16,68129389;-1,420033706;DOWN;UP;UP
154;1514250900;12199,21;12277,74;12277,74;12199,21;9,33161104;26.12.2017 01:15;12225,38667;-214,42833;7,885413404;-0,036774121;15,38466967;3,63755844;0,236440464;UP;UP;UP
155;1514250000;12248,53;12290,5;12290,5;12277,74;3,89922704;26.12.2017 01:00;12272,25667;-197,5205083;16,90782168;-0,085600335;26,15526439;10,77059472;0,411794527;UP;UP;UP
156;1514249100;12290,5;12320,01;12307,09;12290,5;6,78016856;26.12.2017 00:45;12300,33667;-179,832322;17,68818638;-0,098359328;33,47301669;7,317752304;0,218616457;UP;UP;UP
157;1514248200;12305,92;12371,78;12370,01;12307,09;3,60714981;26.12.2017 00:30;12328,26333;-155,3453262;24,48699579;-0,157629434;46,26422532;12,79120863;0,276481634;UP;DOWN;DOWN
158;1514247300;12341,98;12399;12341,98;12370,01;4,28134804;26.12.2017 00:15;12370,33;-121,1901693;34,15515686;-0,281831085;53,21588434;6,951659017;0,130631279;DOWN;DOWN;DOWN
159;1514246400;12285,75;12342;12306,01;12341,98;4,76146852;26.12.2017 00:00;12323,24333;-94,52139629;26,66877303;-0,282145356;62,36836197;9,152477629;0,146748725;DOWN;UP;UP
160;1514245500;12301;12348,94;12348,93;12306,01;5,18685514;25.12.2017 23:45;12318,65;-74,4197028;20,10169349;-0,27011252;67,5769472;5,208585234;0,077076362;UP;UP;UP
161;1514244600;12301,81;12374,5;12347,98;12348,94;6,77243358;25.12.2017 23:30;12341,75;-53,35646248;21,06324032;-0,394764558;73,55829541;5,981348212;0,081314394;UP;UP;DOWN
162;1514243700;12320;12377;12324;12347,98;6,77320321;25.12.2017 23:15;12348,32667;-35,69620378;17,6602587;-0,494737726;75,90751873;2,349223313;0,030948493;UP;DOWN;DOWN
163;1514242800;12309,08;12449,97;12309,08;12324;8,6380523;25.12.2017 23:00;12361,01667;-23,42129394;12,27490984;-0,524091874;77,30718457;1,399665844;0,018105249;DOWN;DOWN;DOWN
164;1514241900;12260;12319;12260,88;12310;7,86789173;25.12.2017 22:45;12296,33333;-13,43857504;9,982718902;-0,742840582;70,62589249;-6,68129208;-0,09460117;DOWN;DOWN;DOWN
165;1514241000;12205;12320,46;12221,28;12262,16;9,43534963;25.12.2017 22:30;12262,54;-8,448941365;4,989633675;-0,590563179;62,66787443;-7,958018059;-0,126987202;DOWN;UP;UP
166;1514240100;12214,01;12298,97;12273,16;12222,42;6,7265768;25.12.2017 22:15;12245,13333;-7,632754338;0,816187027;-0,106932176;53,95421512;-8,713659315;-0,161500993;UP;UP;UP
167;1514239200;12255,56;12300;12255,57;12273,16;10,30505192;25.12.2017 22:00;12276,24;-3,588849387;4,043904951;-1,126797063;55,72845345;1,774238336;0,031837207;UP;UP;UP
168;1514238300;12250;12325;12289,89;12255,57;7,01147225;25.12.2017 21:45;12276,85667;-1,904142936;1,684706451;-0,884758397;62,87778834;7,149334887;0,113702073;UP;UP;UP
169;1514237400;12250;12349,98;12298,08;12289,9;5,42162076;25.12.2017 21:30;12296,62667;2,674840049;4,578982985;1,711871701;61,95997802;-0,917810319;-0,014812954;UP;UP;UP
170;1514236500;12240,01;12399;12398;12298,09;8,82218992;25.12.2017 21:15;12312,36667;5,8086805;3,133840451;0,539509868;62,58156367;0,621585645;0,009932408;UP;DOWN;UP
171;1514235600;12200;12399;12265,94;12394,34;12,74812234;25.12.2017 21:00;12331,11333;15,56875413;9,76007363;0,626901392;63,38366942;0,802105758;0,01265477;DOWN;UP;UP
